,Business Name,Address,City,Permit_ID,Type,Class,Inspection_Date,Inspection_Type,Grade,Priority_Violations,Inspection_Details
561,Cultura Vegan Streetfood, ,,MF-22-0458,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0458&i=5666937
562,The Valley Tacos,101 E Lower Buckeye Rd  @5@3,Avondale,MF-22-0492,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0492&i=5666918
563,Sandwich Apprentice, ,,MF-22-0513,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0513&i=5666884
564,Munchie's,  See Route Sheet   ,,MF-22-0546,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0546&i=5666941
565,Cultura Vegan Streetfood, ,,MF-22-0725,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0725&i=5666939
566,Chill Out Ice LLC, ,,MF-22-0782,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0782&i=5666841
567,Eis Cafe 3,     @4,Gilbert,MF-22-0797,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0797&i=5666943
568,Dog Fellaz, ,,MF-22-0917,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0917&i=5666840
569,Yoly's Taquizas,2300 W Indian School Rd  @1,Phoenix,MF-22-1021,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-1021&i=5669001
570,"El Chipilon Tacos, LLC",2302 E Thomas Rd  @2,Phoenix,MF-22-1043,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-1043&i=5668223
571,Decker's Delicious Dishes LLC, ,,MF-23-0093,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0093&i=5666929
572,Ohana BBQ, ,,MF-23-0108,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0108&i=5666905
573,Zenfully Simple Vegan Eats, ,,MF-23-0147,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0147&i=5666944
574,"Kemet Foods, LLC",  Special Events   ,,MF-23-0227,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0227&i=5666935
575,Nanas Kitchen, ,,MF-23-0286,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0286&i=5666946
576,Whatever Kocina, ,,MF-23-0294,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0294&i=5666900
577,Birrieria El Coyote LLC,455 S Arizona Ave  @6@4,Chandler,MF-23-0341,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0341&i=5666882
578,Let's Toast LLC, ,,MF-23-0344,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0344&i=5666857
579,Tumbleweed Coffee and Energy, ,,MF-23-0425,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0425&i=5666835
580,Ribbons Tea House, ,,MF-23-0542,Mobile Food Type II    ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0542&i=5668974
581,Britts Cafecito y Chisme, ,,MF-23-0560,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0560&i=5666890
582,Taco Bro's  No 2, ,,MF-23-0635,Mobile Food Type III    ,Class 4,03/10/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0635&i=5666758
583,Destination DEZ, ,,MF-23-0649,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0649&i=5666953
584,Kona Ice Phx-Scottsdale-NE Valley  No 1, ,,MF-23-0681,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0681&i=5666895
585,Rosie's Kitchen, ,,MF-23-0720,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0720&i=5666822
586,Modern Tortilla, ,,MF-23-0751,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0751&i=5668451
587,Wiki-Licious Mesa, ,,MF-23-0764,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0764&i=5666985
588,Ooohmama, ,,MF-23-0786,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0786&i=5666881
589,Domo Donuts, ,,MF-23-0829,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0829&i=5666886
590,Mr Tortas, ,,MF-23-0894,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0894&i=5666922
591,Los Muertos Salsa DBA LMS,  Uptown FM   ,,MF-23-0903,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-0903&i=5666917
592,Just the Tip, ,,MF-23-1009,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-1009&i=5667886
593,Kona Ice Kiosk Bohne Family  No 280, ,,MF-23-1030,Mobile Food Type II    ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-1030&i=5668928
594,Desert Island Eatery, ,,MF-23-1075,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-1075&i=5666947
595,Arizona Flavors, ,,MF-23-1154,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-1154&i=5669000
596,Arizona Southern Baptist Disaster Relief, ,,MF-23-1167,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-1167&i=5667887
597,Paleta Bar of Mesa, ,,MF-23-1204,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-23-1204&i=5666842
598,Taco-N-Sabor, ,,MF-24-0015,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-24-0015&i=5667882
599,The Common Room, ,,MF-24-0041,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-24-0041&i=5666888
600,The Sassy Fig, ,,MF-24-0063,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-24-0063&i=5667050
601,Aaron Michael's Concessions, ,,MF-24-0173,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-24-0173&i=5667884
602,Desert Swirl, ,,MF-24-0188,Mobile Food Type I    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-24-0188&i=5667881
603,White Girl Tacos, ,,MF-24-0196,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,Not Participating,3,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-24-0196&i=5666883
604,La Vaquera, ,,MF-24-0264,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-24-0264&i=5667896
